Inventaire?,N° réf,Jeux,Classification ludothèque COL,COL adapté 1,COL adapté 2,Etat,Âge,Duree,Nbre de joueurs,Thème,Prix neuf,Jeton(s),A vendre?,Poids,Nbre de cartes,Dimension cartes,don provenance?,Date d'entrée,trictrac,titre officiel,annee de sortie,illustrateur,image_editeur,auteur,,editeur,description,caractéristique,mécanisme,Commentaires,Année de rentrée,Enfants / Adultes,Manque,Inventaire,dernier inventaire,liens vers video régles
ok,78,Kapla,,,,,,,,,0,,,,,,Prêt d'Hélène,01-02-2015,,,,,,,,,,,,,,,,,,
ok,79,King of New York,R,REF,REF,Bon,10,45,2 - 6,Monstres,32,2,,,66,,,01-02-2015,,,,,,,,,,,,,2014-2015,Adultes,,1 plateau +  46 marqueurs + 6 dés noirs et 2 dés verts + 6 fiches monstre + 6 figurines +6 socles + 50 cubes verts +45 tuiles + 66 cartes,31/07/2019,
ok,80,King's Gold ,R,HAS,HAS,Bon,8,15,2 - 6,Pirates,14,1,,,,,,01-02-2015,,,,,,,,,,,,,2014-2015,Adultes,2 pièces,5 dès ; 60 pièces ; 1 règle du jeu,26/08/2019,
ok,81,Lewis & Clark,R,PAR,PAR,Bon,10,90,1 - 5,Western,40,3,,,84,,Don d'Asmodee,01-02-2015,,,,,,,,,,,,,2014-2015,Adultes,,"1 plateau + 5 plateaux individuels + 12 tuiles bateau + 5 pio,s éclaireur + 5 jetons camp + 100 hexagones ressource + 8 jetons multiplicateurs + 18 pions indiens + 10 jetons modification de parcours + 8 jetons ressource",02/08/2019,
ok,82,Lincoln,R,COM,COM,Bon,8,10,3 - 6,Western,11,1,,120,45,76*76,Don de F. Toscano,01-02-2015,http://www.trictrac.net/jeu-de-societe/lincoln-se-met-au-vert/infos,Lincoln se met au vert,2014,Jérôme Jouvray,http://img4.trictrac.net/generate/default_100_100/1370440372.51af42b421609.jpg,Florent Toscano,,,,,,,2014-2015,Adultes,,"6 cartes personnages, 39 cartes jeux",01/08/2019,
ok,83,Lords of Xidit,R,REF,REF,Bon,14,90,3 - 5,Fantasy,45,3,,1770,,,,01-02-2015,http://www.trictrac.net/jeu-de-societe/lords-of-xidit/infos,Lords of Xidit,2014,Stéphane Gantiez,http://img.trictrac.net/generate/default_100_100/1364149318.n1l5W7.png,Régis Bonnessée,,,,,,,2014-2015,Adultes,,"70 figs + 75 étages de batiments + 60 pièces + 100 jetons + 3 tuiles de décomptes + 
1 plateau + 39 tuiles cité + 6 tuiles coloce + 5 paravents + 5 pions joueurs +
 5 plaquettes de prog + 5 marqueurs ordre + 18 marqueurs score + 1 premier joueur + 
2 marqueurs vide + 1 pion année + 1 bastion +3 tuiles calendrier",09/08/2019,
ok,84,Love letters,R,EXP,EXP,Bon,8,30,2 - 4,Médiéval,9,1,,,,,,23-07-2015,,,,,,,,,,,,,2015-2016,Adultes,,"16 cartes, 12 cubes rouge, 4 aides de jeu",09/08/2019,
ok,85,Medieval academy,R,REF,REF,Bon,8,30,2 - 5,Médiéval,27,2,,610,52,64*88,Sandrine,01-02-2015,http://www.trictrac.net/jeu-de-societe/medieval-academy-0/infos,Medieval Academy,2014,Piérô La lune,http://img2.trictrac.net/generate/default_100_100/1373477621.m8qhAk.png,Nicolas Poncin,,,,,,,2014-2015,Enfants,1 coupe + 1 pions rouleau en plus; - 1 blason,"50 pions +  1 parchemin + 1 pion sablier + 1 pions excalibur + 108 blasons + 
1 carte challenge + 1 coupe + 1 carte etude + 2 pions + 1 carte ordre du jour ",06/08/2019,
ok,86,Menteur (le),R,EXP,EXP,Usé,7,15,2 - 6,Famille,15,1,,,,,Don de Damien,01-02-2015,,,,,,,,,,,,,2014-2015,Enfants,,28 cartes famille + 4 cartes tante carabosse + 1 plache de jeu + 1 régle,29/07/2019,
ok,87,Merlin Zinzin,R,PAR,PAR,Bon,7,30,2 - 6,Fantasy,24,2,,,,,,23-07-2015,,,,,,,,,,,,,2015-2016,Enfants,,1 plateau 1 piste sortilege ; 5 jetons perszo ; 1 dé ; 1 sablier ; 3 jetons sortiléges ; 16 cartes,31/07/2019,
ok,88,Migrato,R,COM,COM,Bon,9,15,2,Animaux,15,1,,160,55,56*84,F. Toscano,01-02-2015,http://www.trictrac.net/jeu-de-societe/migrato/infos,Migrato,2013,David Boniffacy,http://img4.trictrac.net/generate/default_100_100/1370440372.51af42b421609.jpg,Florent Toscano,,,,,,,2014-2015,Adultes,5 cartes oiseaux en plus,55 cartes et rêgles,09/08/2019,
ok,89,Batisseur antiquité,R,COM,COM,Bon,10,30,2 - 4,Antiquité,14,1,,285,37,88*63,Asmodee,01-03-2015,http://www.trictrac.net/jeu-de-societe/les-batisseurs-antiquite/infos,Les Bâtisseurs - Antiquité,2014,Sabrina Miramon,http://img.trictrac.net/generate/default_100_100/1364158493.LsPi6e.jpeg,Frédéric Henry,,,,,,,2014-2015,Adultes,"1 pièce d'or en plus
1 pièce argent en plus","40 Pièces + 33 cartes carré 88*88 + 37 cartes rectangulaires + 1 livret de règles
",09/08/2019,
ok,90,Carcassonne,R,COM,COM,Bon,8,45,2 - 5,Médiéval,25,2,,,,,,01-03-2015,,,,,,,,,,,,,2014-2015,Adultes,2 Meeple rouge en trop et 5 tuiles en -,"84 tuiles (1er tuile, 12 rivieres )+ 40 meeples + 5 abbés + 1 plateau de compte",23/08/2019,
serait vendu,91,Elysium,R,REF,REF,Bon,14,60,2 - 4,Antiquité,40,3,oui,1190,168,88*63,Asmodee,01-03-2015,http://www.trictrac.net/jeu-de-societe/elysium-0/infos,Elysium,2015,Matthew Dunstan,http://img3.trictrac.net/generate/default_100_100/1376665949.sTmg1F.jpeg,Brett J. Gilbert,,,,,,,2014-2015,Adultes,,"temple en 2 parties + 1 plateau oracle + 16 colonnes d'influence + 6 tuiles quête + 
4 disques ordre de tour + 1 jeton blanc + 12 anneaux + 4 plateaux de jeu individuel + 
4 aides de jeu + 19 jetons bonus + 40 jetons or + 25 jetons prestige + 45 points de victoire",09/08/2019,
ok,92,Loony quest,R,ADR,ADR,Usé,8,20,2 - 5,Abstrait,27,2,,930,,,Asmodee,01-03-2015,http://www.trictrac.net/jeu-de-societe/loony-quest/infos,Loony Quest,2014,David Franck,http://img.trictrac.net/generate/default_100_100/1364149318.n1l5W7.png,Laurent Escoffier,,,,,,voir remplacement feutre et transparent,2014-2015,Adultes,,"5 écrans transparents + 5 plaquettes support + 5 feux effacables + 1 console jeu + 
1 sablier de 30s + 5 marqueurs score + 5 jetons perso + 28 jetons bonus, 24 jetons malus",30/07/2019,
ok,93,Loony quest,R,ADR,ADR,Usé,8,20,2 - 5,Abstrait,27,2,,930,,,Asmodee,01-03-2015,http://www.trictrac.net/jeu-de-societe/loony-quest/infos,Loony Quest,2014,David Franck,http://img.trictrac.net/generate/default_100_100/1364149318.n1l5W7.png,Laurent Escoffier,,,,,,,2014-2015,Enfants,,"5 écrans transparents + 5 plaquettes support + 5 feux effacables + 1 console jeu + 
1 sablier de 30s + 5 marqueurs score + 5 jetons perso + 28 jetons bonus, 24 jetons malus",12/08/2019,
ok,94,Minivilles + extension Marina + extension Green Valley,R,REF,REF,Bon,7,30,2 - 4,Ville,43,3,,527,248,88*57,Asmodee,01-03-2015,http://www.trictrac.net/jeu-de-societe/minivilles/infos,Minivilles,2014,Noboru Hotta,http://img.trictrac.net/generate/default_100_100/1364156226.qZn8P6.jpeg,Masao Suganuma,,,,,,,2014-2015,Adultes,,2 dés + 54 pièces +248 cartes et 3 règles,01/08/2019,
ok,95,Sushi go,R,COM,COM,Bon,8,20,2 - 5,Asie,14,1,,,108,,Asmodee,01-03-2015,,,,,,,,,,,,,2014-2015,Adultes,1 carte sushimis,108 cartes,09/08/2019,
ok,96,Maxi mind,R,COM,COM,Abimé,7,20,2,Bois,90,3,,,,,,23-07-2015,,,,,,,,,,,,prévoir billes + remplacement fermoir,2015-2016,Animations,"Billes 6 blanche, 7 bleu, 7 jaune, 3 verte","13 billes de chaque couleurs (blanc, bleu, vert ,jaune)",12/08/2019,
,97,Mikado Géant,,,,Bon,5,15,2 - 4,Bois - hors inventaire,0,1,,,,,,01-03-2015,,,,,,,,,,,,,2014-2015,Animations,,,,
ok,98,Mini bowling,R,ADR,ADR,Bon,6,15,2 - 4,Bois,90,3,,,,,,23-07-2015,,,,,,,,,,,,,2015-2016,Animations,,,,
ok,99,Minivilles + extension Marina,R,REF,REF,Bon,7,30,2 - 4,Ville,33,2,,420,176,88*57,,01-03-2015,http://www.trictrac.net/jeu-de-societe/minivilles/infos,Minivilles,2014,Noboru Hotta,http://img.trictrac.net/generate/default_100_100/1364156226.qZn8P6.jpeg,Masao Suganuma,,,,,,,2014-2015,Adultes,1 piéces,2 dés + 54 pièces+176 cartes et 2 règles,06/08/2019,
ok,100,Mito,R,EXP,EXP,Bon,7,30,3 - 5,Animaux,10,1,,,,,,19-01-2016,,,,,,,,,,,,,2015-2016,Adultes,1 carte araignée ; 1 carte nombre,72 cartes (20 cartes action ; 43 cartes nombres ; 8 cartes mito ; 1 carte punaise) ; règle du jeu,,
ok,101,Pandémie le remède,R,COO,COM,Bon,8,45,2 - 5,Maladie,36,2,,,17,,,01-03-2015,,,,,,,,Filosofia,,,,,2014-2015,Adultes,,48 dés maladie + 1 sac + 7 pions + 6 tuiles région rondes + 1 centre de traitement + 2 seringues + 1 tuile CDC ronde + 37 dés joueurs,06/08/2019,
ok,102,Five Tribes,R,REF,REF,Bon,13,60,2 - 4,Moyen Orient,49,3,,1300,54,44*68,Asmodee,01-04-2015,http://www.trictrac.net/jeu-de-societe/five-tribes-0/infos,Five Tribes,2014,Clément Masson,http://img.trictrac.net/generate/default_100_100/1364140735.9tM1L.jpeg,Bruno Cathala,,Haba,,,,,2014-2015,Adultes,"1 pièce de 5 en trop
1 pièce de 1","5 aides de jeu + bloc score + 2 sets (8 chameaux et 1 pion enchère)+ 2 sets (11 chameaux et 2 pions enchère)+
1 piste ordre enchères + 1 pistes ordre jeu + 90 meeples en bois + 12 palmiers + 10 palais + 
1 sac de rangement + 30 tuiles + 22 cartes Djinn (80*80) + 96 pieces d'or",31/07/2019,
ok,103,Five Tribes,R,REF,REF,Bon,13,60,2 - 4,Moyen Orient,49,3,,1300,54,44*68,Asmodee,01-04-2015,http://www.trictrac.net/jeu-de-societe/five-tribes-0/infos,Five Tribes,2014,Clément Masson,http://img.trictrac.net/generate/default_100_100/1364140735.9tM1L.jpeg,Bruno Cathala,,Haba,,,,,2014-2015,Adultes,,"5 aides de jeu + bloc score + 2 sets (8 chameaux et 1 pion enchère)+ 2 sets (11 chameaux et 2 pions enchère)+
1 piste ordre enchères + 1 pistes ordre jeu + 90 meeples en bois + 12 palmiers + 10 palais + 
1 sac de rangement + 30 tuiles + 22 cartes Djinn (80*80) + 96 pieces d'or",09/08/2019,
ok,104,Animal suspect,R,EXP,EXP,Bon,8,20,3 - 8,Animaux,18,1,,481,120,43*72,,01-04-2015,http://www.trictrac.net/jeu-de-societe/animal-suspect/infos,Animal suspect,2014,Nathalie Grandperrin,http://img2.trictrac.net/generate/default_100_100/1367829433.RkWy0q6v.jpeg,Bruno Faidutti,,Gigamic,,,,,2014-2015,Adultes,,"1 gobelet avec dé, 1 plateau et 1 canard , 60 cartes animal, 60 carte expression",02/11/2025,
ok,105,Abracada quoi ?,R,COM,COM,Bon,7,30,2 - 5,Fantasy,27,2,oui,,,,Asmodee,01-05-2015,,,,,,,,Moonster Games,,,,,2014-2015,Enfants,,36 pierres magiques; 30 PV; 5 pions scores; 1 dé; 1 plateau; 5 aides ; 1 régles,06/08/2019,
ok,106,Croc,R,REF,REF,Correct,8,25,2 - 6,Pirates,14,1,,,,,Asmodee,01-05-2015,,,,,,,,Bombyx,,,,,2014-2015,Adultes,,6 pirates + 1 requin affamé + 42 cartes de 6 couleurs,01/08/2019,
ok,107,Devino,R,EXP,EXP,Bon,14,20,2 - 12,Abstrait,10,1,,180 gr,45,80*80,Asmodee,01-05-2015,,,,,,,,Jeux de NIM,,,,,2014-2015,Adultes,,"45 cartes de jeu, 3 cartes règle",08/11/2018,
ok,108,Game over,R,ASS,ASS,Usé,5,20,2 - 4,Fantasy,10,1,,,,,Asmodee,01-05-2015,,,,,,,,Haute Roche,,,,,2014-2015,Enfants,,"1 règle de jeu, 33 cartes",,
ok,109,Game over,R,ASS,ASS,Usé,5,20,2 - 4,Fantasy,10,1,,,,,Asmodee,01-05-2015,,,,,,,,Haute Roche,,,,,2014-2015,Adultes,,"1 règle de jeu, 33 cartes",31/07/2019,
ok,110,Kalifico,R,EXP,EXP,Bon,8,20,3 - 8,Abstrait,19,1,,220 gr,110,87*56,Asmodee,01-05-2015,,,,,,,,Repos Production,,,,,2014-2015,Adultes,,"1 regle, 1 sonnette, 110 cartes, 1 sac.",02/08/2019,
ok,111,Skull,R,EXP,EXP,Usé,10,20,3 - 6,Abstrait,14,1,,,,,Asmodee,01-05-2015,,,,,,,,Lui-Même,,,,,2014-2015,Adultes,,"24 disques, 4 plaques carrées, 1 règle",01/08/2019,
a vendre,112,Sylvion,R,REF,REF,Bon,12,45,1 - 2,Nature,18,1,oui,,188,,Asmodee,01-05-2015,,,,,,,,Zman Games,,,,,2014-2015,Adultes,,64 cartes sylvestre + 64 cartes ravages + 16 cartes elemental embrasé + 12 cartes orée + 32 cartes extension + le feu +règle,31/07/2019,
ok,113,Black fleet,R,REF,REF,Bon,10,60,3 - 4,Pirates,30,2,,1586,124,90*64,Asmodee,01-06-2015,http://www.trictrac.net/jeu-de-societe/black-fleet/infos,Black Fleet,2014,Denis Zilber,http://img3.trictrac.net/generate/default_100_100/1376665949.sTmg1F.jpeg,Sebastian Bleasdale,,Space Cowboys,,,,,2014-2015,Adultes,,1 plateau + 10 bateaux + 65 cubes + 30 doublons,01/08/2019,
ok,114,Black fleet,R,REF,REF,Sous Blister,10,60,3 - 4,Pirates,30,2,,1586,124,90*64,Asmodee,01-06-2015,http://www.trictrac.net/jeu-de-societe/black-fleet/infos,Black Fleet,2014,Denis Zilber,http://img3.trictrac.net/generate/default_100_100/1376665949.sTmg1F.jpeg,Sebastian Bleasdale,,Space Cowboys,,,,,2014-2015,Adultes,,1 plateau + 10 bateaux + 65 cubes + 30 doublons,01/09/2019,
ok,115,Bourricot,R,ADR,ADR,Usé,5,10,2 - 4,Animaux,20,2,,,,,Don de Sylvie,01-06-2015,,,,,,,,Hasbro,,,,,2014-2015,Enfants,3 objets,1 regle; 1 support ; 1 bourricot ; 13 objets,30/07/2019,
ok,116,Cardline dino,R,COM,COM,Bon,7,20,2 - 6,Dinosaures,14,1,,260 g,110,87*56,Asmodee,01-06-2015,,,,,,,,Bombyx,,,,,2014-2015,Adultes,,"1 regle , 110 carte",06/08/2019,
ok,117,Cash & guns,R,EXP,EXP,Bon,10,20,4 - 8,Bandits,27,2,,,,,Asmodee,01-06-2015,,,,,,,,Repos Production,,,,,2014-2015,Adultes,1 pisolets mousse + 16 cartes pouvoirs,"1 règle, 8 pistolets, 18 jetons blessure, 9 socles, 8 personnages, 1 tuile bureau, 1 bureau parrain, 1 bonus diament, 16 cartes pouvoir, 64 cartes cartes balle, 64 cartes part de butin",06/08/2019,
ok,118,Cash & guns,R,EXP,EXP,Bon,10,20,4 - 8,Bandits,27,2,,300 g,144,60*12; 63*87; 45*67,Asmodee,01-06-2015,,,,,,,,Repos Production,,,,,2014-2015,Adultes,,"1 règle, 8 pistolets, 18 jetons blessure, 9 socles, 8 personnages, 1 tuile bureau, 1 bureau parrain, 1 bonus diament, 16 cartes pouvoir, 64 cartes cartes balle (24 bang, 40 clic), 64 cartes part de butin (15 billets 5 000; 15 billets de 10 000; 10 billetss de 20 000; 9 diamants (5*1000; 3* 5000, 1* 10 000); 10 tableau; 3 chargeurs",06/08/2019,
,119,Minuscule,,PAR,PAR,Bon,8,20,2 - 6,Animaux,0,1,,,,,Asmodee,01-06-2015,,,,,,,,Bombyx,,,,,2014-2015,Adultes,,"56 cartes, 3 pions fourmis, 7 insectes, 8 socles (dont 1 noir)",,
serait vendu,120,Shashawa,R,COM,COM,Bon,5,15,4 - 10,Animaux,11,1,oui,,44,,Asmodee,01-06-2015,,,,,,,,Haute Roche,,,,,2014-2015,Adultes,3 jetons,44 cates + 1 livret + 48 jetons ,30/04/2019,
a vendre,121,Tichu,R,COM,COM,Bon,10,60,4,Asie,14,1,oui,,,,Asmodee,01-06-2015,,,,,,,,Jeux Opla,,,,,2014-2015,Adultes,,régles; 56 cartes,31/07/2019,
ok,122,Unanimo,R,EXP,EXP,Bon,7,20,3 - 10,Abstrait,12,1,oui,,,,Asmodee,01-06-2015,,,,,,,,Cocktail games,,,,RECOMMANDER UN BLOC DE SCORE,2014-2015,Adultes,,"54 cartes, 1 bloc de score, 4 crayons, 1 règle",29/07/2019,
vendu,123,Traders of Osaka,R,REF,REF,Bon,10,30,2 - 4,Asie,20,2,oui,,108,,Don d'Asmodee,01-06-2015,,,,,,,,Gigamic,,,,,2014-2015,Adultes,,"108 cartes, 27/couleurs + 48 jetons livraisons, 12/couleurs + 4 pions marchands + 4 pions réservation + 1 plateau + 1 règle",01/08/2019,
ok,124,Suprématie,R,REF,REF,Usé,10,150,2 - 6,Commerce,35,2,,,65,,Sylvie,01-06-2015,,,,,,,,?,,,,,2014-2015,Adultes,2 pions marqueurs,"1 Plateau de jeu + 4 dés à 6 faces + 39 Marqueurs en plastique noir + 17 Champignons en plastique noir + 240 Pions armées en plastique (40 par couleur) + 84 Pions bateaux en plastique (14 par couleur) + 1 paquet de billets répartie en coupure de 1, 5, 25, 50, 100, 501 millions et 1 milliard  + 6 cartons de stockage",12/08/2019,
ok,125,Crossing,R,REF,REF,Bon,6,25,3 - 6,Fantasy,20,2,,,,,Asmodee,01-07-2015,,,,,,,,Moonster Games,,,,,2015-2016,Adultes,3 rouges;5 bleus;2 jaune; 12 blanches,"11 tuiles; 60 pierres; 1 sac, 1 régle",02/08/2019,
ok,126,Discoveries,R,PAR,PAR,Bon,14,60,2 - 4,Western,32,2,,,,,Asmodee,01-07-2015,,,,,,,,Ludonaute,,,,,2015-2016,Adultes,,1 plateau; 30 dés ; 55 cartes R/V; 4 plateau individuelle.,02/08/2019,
ok,127,Lords of Scotland,R,COM,COM,Bon,12,45,2 - 5,Médiéval,14,1,,,98,,Asmodee,01-07-2015,,,,,,,,Filosofia,,,,,2015-2016,Adultes,2 jetons pouvoirs,"98 cartes, 9 jetons pouvoirs, 1 jeton initiatique",09/08/2019,
ok,128,Pit,R,EXP,EXP,Bon,8,30,3 - 8,Animaux,19,1,,,,,Asmodee,01-07-2015,,,,,,,,Hasbro,,,,,2015-2016,Adultes,,"1 sonette, 72 cartes vaches + 2 cartes spécial, 1 regles et 1 sac",31/07/2019,
ok,129,Mölkki (mini),R,ADR,ADR,Abimé,8,30,2 - 6,Bois,20,2,,,,,Don Victor et Sandrine,01-08-2015,,,,,,,,/,,,,,2015-2016,Animations,,"12 quilles, 1 baton",12/08/2019,
,130,Camelot,R,COM,COM,Bon,10,45,2 - 5,Médiéval,18,1,,,,,Asmodee,01-09-2015,,,,,,,,Asmodée,,,,,2015-2016,Adultes,,70 cartes de couleurs + 20 cartes de soutiens + 20 cartes d'action + 25 jetons,,
ok,131,Elixir,R,COM,COM,Bon,10,60,3 - 8,Fantasy,19,1,,300g,168,57*88,Asmodee,01-09-2015,,,,,,,,Asmodée,,,,,2015-2016,Adultes,,"56 cartes sortilèges (16 de 1, 24 de 2, 8 de 3, 8 de 4) + 112 carte trouvailles (64 ingredient 16* 4, 39 cartes objets, 9 transactions )+ 1 règle",28/10/2018,
ok,132,Mixmo,R,EXP,EXP,Bon,8,30,2 - 6,Abstrait,19,1,,340 gr,,,Asmodee,01-09-2015,,,,,,,,Asmodée,,,,,2015-2016,Adultes,1 jetons lettre B,"1 regle, 1 sac, 120 jetons lettre",25/11/2018,
ok,133,"Petit prince, voyage vers les étoiles",R,PAR,PAR,Bon,6,30,2 - 6,Science Fiction,25,2,,,,,Asmodee,01-09-2015,,,,,,,,Ludonaute,,,,,2015-2016,Adultes,,8 élements; 3 tronçons ciel; 5 branche avions; 18 tuiles histoire; 12 jetons téléscopes; 36 jetons étoile; 12 cartes grd pére; (par joueurs) = 8 cartes renards; 1 avion; 1 casque,06/08/2019,
ok,134,Souk,R,COM,COM,Bon,8,30,3 - 5,Moyen Orient,14,1,,,105,,Asmodee,01-09-2015,,,,Leyssenne,,Gary kim,,Asmodée,,,,,2015-2016,Adultes,,"105 cartes épices, 5 cartes aides, 1 pion premier joueurs 1 plateau",26/08/2019,
ok,135,Timeline Sports & Loisirs,R,COM,COM,Bon,8,20,2 - 8,Abstrait,14,1,,,,,Asmodee,01-09-2015,,,,,,,,Asmodée,,,,,2015-2016,Adultes,,1 régles ; 110 cartes,,
ok,136,Tour enchantée,R,PAR,PAR,Bon,6,30,2 - 4,Médiéval,30,2,,,,,,01-09-2015,,,,,,,,Gigamic,,,,,2015-2016,Enfants,1 plateau rond,"1 plateau carré, 1 plateau rond, 16 jetons, 1 tour en 2 parties, 3 pions, 2 dé, 1 clé, un support plastique",01/08/2019,
ok,137,Cash & guns extension More Cash more Guns,R,EXP,EXP,Bon,10,20,4 - 8,Bandits,18,1,,340 g,36,63*88;  60*120,Asmodee,01-10-2015,,,,,,,,Repos Production,,,,,2015-2016,Adultes,1 faux billet de10 000 et 1 faux billet de 20 000,"2 régles (uk, fr); 4 pistolets (1 big, 1 small, 2 twin gun); 1 tuiles coffre ; 3 cartes pouvoir; 16 cartes surprises ; 16 cartes butin ( 5 faux 10 000; 5 faux 20 000; 1 tableau; 1 cartes doubles faux diamants; 2 combi coffre;1 valise; 1 clé)",14/10/2018,
ok,138,Flick'em up,R,EQU,ADR,Bon,8,45,2 - 10,Western,59,3,,,,,Asmodee,01-10-2015,,,,,,,,Pretzel Games,,,,,2015-2016,Adultes,1 marqueur PV + 1 marqueur sac d'or,5 cowboys noirs + 5 cowboys natural + 2 figurines neutres +12 chapeaux + 2 box + 10 tuiles cowboys + 6 batiment + 1 potence + 72 arqueurs + 38 autres pièces,02/08/2019,
A vendre,139,Flip Flop,R,COM,COM,Bon,10,30,3 - 4,Abstrait,11,1,oui,,30,,Asmodee,01-10-2015,,,,,,,,Haute Roche,,,,,2015-2016,Adultes,,"30 cartes, 2 dès et regles",31/07/2019,
ok,140,Gallina City,R,ASS,ASS,Bon,6,20,2 - 6,Animaux,10,1,,,56,,Asmodee,01-10-2015,,,,,,,,Cocktail games,,,,,2015-2016,Adultes,,"56 cartes, rêgle",31/07/2019,
ok,141,Mafia de Cuba,R,EQU,EXP,bon(1 bouteille abimée),10,20,6 - 12,Bandits,22,2,,320 g + 120g extan,,,Asmodee,01-10-2015,,,,,,,,Lui-Même,,,,,2015-2016,Adultes,,"10 jetons ronds (5 blanc fideles, 2 bleu agents,2 vert chauffeur, 1 rouge nettoyeur) 2 joker bouteille, 15 diaments, 1 sachet tissus, 1 règle du jeu. extension révolution : 1 regle 6 jetons perso (la croqueuse rose,le traitre et le sbire jaune,2 revolutionnaire beige, l'avocat noir) 1 faux diamant",02/08/2019,
ok,142,Mysterium,R,COO,EXP,Bon,10,60,3 - 7,Enquête,36,2,,,,,Asmodee,01-10-2015,,,,,,,,Libellud,,,,,2015-2016,Adultes,,"6 pions intuitions, 6 étuis, 6 marqueurs clairvoyance, 36 jetons clairvoyance, 1 plateau horloge, 4 plateaux de progression, 1 piste clairvoyance, 1 sablier, 18 cartes médium/perso, 18 cartes médiaum/lieu, 18 cartes médium/objet, 54 cartes fantomes, 6 jetons coupable, 3 corbeaux, 1 paravent, 6 jetons fantomes, 84 cartes visions et 1 rêgle",09/08/2019,
ok,143,Ryu,R,COM,COM,Bon,10,45,2 - 5,Asie,36,2,,,,,Asmodee,01-10-2015,,,,,,,,Moonster Games,,,,,2015-2016,Adultes,,"5 dragons bois, 49 cubes, 1 sac tissu, 5 écran jeu, 14 tuiles plateau, 25 tuiles dragon,5 jetons de prospections;35 jetons marchands; 35 jetons contrebandiers ; 30 gouverneur ;régle 2 cartes rappel",30/07/2019,
ok,144,Statues,R,EXP,EXP,Bon,8,20,3 - 12,Abstrait,14,1,,,,,Asmodee,01-10-2015,,,,,,,,Cocktail games,,,,,2015-2016,Adultes,,1 sablier + 54 cartes donc 7 cartes num + 1 règle,02/08/2019,
ok,145,Taxis de la Marne,R,COM,COM,Bon,10,45,1 - 5,Guerre,14,1,oui,,51,,Asmodee,01-10-2015,,,,,,,,Cocktail games,,,,,2015-2016,Adultes,,"24 cartes taxi,27 cartes soldats et 4 cartes place invalide, 7 jeton taxi, 2 jeton officier, regle",31/07/2019,
ok,146,Timeline Star Wars,R,COM,COM,Bon,8,20,2 - 8,Science Fiction,15,1,,230 gr,110,63*42,Asmodee,01-10-2015,,,,,,,,Asmodée,,,,,2015-2016,Adultes,,"110 cartes, regles",01/08/2019,
ok,147,7 wonders Duel,R,REF,REF,Bon,10,45,2,Antiquité,23,2,,,,,Asmodee,01-11-2015,,,,,,,,repos Production,,,,,2015-2016,Adultes,1 cartes age 3,"1 plateau jeu, 66 cartes age, 7 carte guilde, 12 carte merveilles=, 4 jeton militaire, 10 jetons progrès, 1 pion conflit, 31 pieces, 1 carnets score, 1 regle jeu et 1 aide jeu",06/08/2019,
serait vendu,148,Auberge Sanglante,R,EQU,REF,Bon,14,60,1 - 4,Bandits,23,2,oui,,,,Asmodee,01-11-2015,,,,,,,,Pearl Games,,,,,2015-2016,Adultes,,"78 cartes client, 4 cartes aide de jeu, 1 plateau, 1 carte premier joueur, 30 tuiles cheque de 10 franc, 32 jetons clef, 4 jetons clef blanc, 4 disques bois et 1 regle jeu",31/07/2019,
ok,149,Cardline Marvel,R,COM,COM,Bon,7,30,2 - 8,Super-héros,16,1,,290 g,110,56*87,Asmodee,01-11-2015,,,,,,,,Bombyx,,,,,2015-2016,Adultes,16 cartes,110 cartes,14/10/2018,
ok,150,Colt Express,R,REF,REF,Bon,10,45,2 - 6,Western,35,2,,,132,,Asmodee,01-11-2015,,,,,,,,Ludonaute,,,,caisse surdim,2015-2016,Adultes,pas fait,"6 wagons + 1 locomotive +10 éléments de décor + 26 jetons butin (18 bourses, 6 bijoux, 2 cagnottes) + 1 pion marshal + 6 plateaux joueur + 6 pions joueur",12/08/2019,
ok,151,Colt Express extension chevaux et diligence,R,REF,REF,Bon,10,45,2 - 6,Western,20,2,,,132,,Asmodee,01-11-2015,,,,,,,,Ludonaute,,,,caisse surdim,2015-2016,Adultes,pas fait,"6 wagons + 1 locomotive +10 éléments de décor + 26 jetons butin (18 bourses, 6 bijoux, 2 cagnottes) + 1 pion marshal + 6 plateaux joueur + 6 pions joueur",12/08/2019,
a vendre,152,Dice Master Age of Ultron,R,EXP,EXP,Bon,10,20,2,Super-héros,20,2,,,,,Asmodee,01-11-2015,,,,,,,,Wizkids,,,,,2015-2016,Adultes,2 sac ,44 dés ; 24 cartes perso ;10 cartes action de base;  4 cartes rappel couleur; 2 cartes liste,29/07/2019,
A vendre,153,Fluxx,R,COM,COM,Bon,8,20,2 - 6,Abstrait,20,2,,,,,Asmodee,01-11-2015,,,,,,,,Edge,,,,,2015-2016,Adultes,,100 cartes,01/08/2019,
ok,154,Gloom,R,COM,COM,Bon,10,60,2 - 4,Fantômes,23,2,,,,,Asmodee,01-11-2015,,,,,,,,Atlas Game,,,,,2015-2016,Adultes,,"20 cartes personnages, 58 cartes modificateurs, 12 cartes evenements et 20 cartes morts prématurées + rêgles",31/07/2019,
ok,155,Munchkin,R,REF,REF,Bon,10,60,2 - 6,Fantasy,20,2,,,,,Asmodee,01-11-2015,,,,,,,,Edge,,,,,2015-2016,Adultes,,"168 cartes, 1 règle, 1 dé",31/07/2019,
